S. No.,Gujarati - Hindi Name,English Name,MP3 URL,PDF URL
490,"લૌકિક મોતી નીરખી, નૈણાં ઠરે છે","Laukik Moti Nirkhi, Naina Thare Chhe",https://archive.org/download/KavirajPad/Laukik%20Moti%20Nirkhi.mp3,https://archive.org/download/KavirajPadLyrics/Laukik%20moti%20nirkhi%20-52-08.pdf
491,લીધાં અક્રમ-જ્ઞાનીનાં અનન્ય શરણાં,Lidha Akram Gnanina Ananya Sharna,https://archive.org/download/KavirajPad/Lidhan%20Akarm%20Gyani%20na%20Ananya%20Sharna.mp3,https://archive.org/download/KavirajPadLyrics/Lidha%20akram%20gnanina%20ananya%20sharna-67-10.pdf
492,લોક જૂએ છે બ્હારનાં વ્યસન અને આદત,Lok Juve Chhe Bharna Vyasan,https://archive.org/download/KavirajPad/89_3_Lok%20juve%20chhe%20bahaaranaa%20vyasan.mp3,https://archive.org/download/KavirajPadLyrics/89_3_Lok%20juve%20chhe%20bahaaranaa%20vyasan.pdf
493,લોકે અલોક્ય સ્વર્ગંગ દ્રષ્ટિત્મા,Loke Alokya Sarvang Drashtitma,https://archive.org/download/KavirajPad/Loke%20Alokya%20Swargang.mp3,https://archive.org/download/KavirajPadLyrics/Loke%20Alokya%20Sarvang.pdf
494,લોકોના ઊંઘતા અંતઃસ્કરણને,Lokona Unghata Antskaranne,https://archive.org/download/KavirajPad/Lokona%20Unghata%20Aantahskarn%20Ne.mp3,https://archive.org/download/KavirajPadLyrics/Lokona%20unghata%20antskaranne-17-06.pdf
495,લોટકી આપી ને માટલાં માંગશે,Lotaki Aapine Matala Magashe,https://archive.org/download/KavirajPad/87_3_Lotki%20aapine%20Maatla%20maagse.mp3,https://archive.org/download/KavirajPadLyrics/87_3_Lotki%20aapine%20Maatla%20maagse.pdf
496,"માત-પિતા પરથમ પૂજે, ભાવથી",Maat-Pita Paratham Puje,https://archive.org/download/KavirajPad/Mat%20Pita%20Paratham%20Puje.mp3,https://archive.org/download/KavirajPadLyrics/page_0269.pdf
497,મધરાત અજ્ઞ અનાદિથી મછરાં ઊડે,Madharat Agn Anadithi Machra Ude,https://archive.org/download/KavirajPad/Madharat%20Agnay%20Anadithi.mp3,https://archive.org/download/KavirajPadLyrics/Madharat%20agyn%20anadithi-12-10.pdf
498,મફતિયું મેળવવા માટે કંઈપણ કરવું,Mafatiyu Meravava Mate Kaipan Karavu,https://archive.org/download/KavirajPad/82_2_Mafatiyu%20MeLavva%20mate.mp3,https://archive.org/download/KavirajPadLyrics/82_2_Mafatiyu%20MeLavva%20mate.pdf
499,મઘમઘતા મન-વનમાં નિત્યાકુરી મોગરા,Maghamaghata Man-Vanama Nityakuri Mogara,https://archive.org/download/KavirajPad/Maghamaghata%20Man-Vanma.mp3,https://archive.org/download/KavirajPadLyrics/page_0682.pdf
500,"મહા - આશ્ચર્યકારી, એકત્વ-અરમાન","Maha - Aashcharyakari, Ekatva-Arman",https://archive.org/download/KavirajPad/Maha%20Ascharyakari%20Ekatv.mp3,"https://archive.org/download/KavirajPadLyrics/Maha%20-%20Aashcharyakari,.pdf"
501,"મહામૂલું છે માનવ જીવન, વ્યર્થ ન કંઈ","Mahamulu Chhe Manav Jivan, Vyarth N Kai",https://archive.org/download/KavirajPad/Mahamoolun%20Chhe%20Manav%20Jivan.mp3,"https://archive.org/download/KavirajPadLyrics/Mahamulu%20Chhe%20Manav%20Jivan,.pdf"
502,મહાવિદેહક્ષેત્રમાં સીમંધર સ્વામી,Mahavideh Kshetrama Simandhar Swami,https://archive.org/download/KavirajPad/Mahavideh%20Kshetrama%20Simandhar.mp3,https://archive.org/download/KavirajPadLyrics/Mahavideh%20kshetra%20ma%20Simandharswami-05-09.pdf
503,"મહાવીરના વીર સૈનિકનું, ભેળું થયું છે સંમેલન","Mahavirana Vir Sainikanu, Bhelu Thayu Chhe Sammelan",https://archive.org/download/KavirajPad/Mahavirna%20Vir%20Sainiknu%20-%20PARAYUSHAN.mp3,"https://archive.org/download/KavirajPadLyrics/Mahavirana%20Vir%20Sainikanu,.pdf"
504,મહાવીરના નિર્વાણ પછી કળિકાળ વર્ષો,Mahavirna Nirvan Pachi Kalikal Varsho,https://archive.org/download/KavirajPad/Mahavirna%20Nirvan%20Pachhi.mp3,https://archive.org/download/KavirajPadLyrics/CD62-06%20Mahavirna%20Nirvan%20Pachhi%20Kalikal.pdf
505,मैं 'दादा' का वारस हूँ,Mai 'Dada' Ka Varas Hun,https://archive.org/download/KavirajPad/Mei%20Dadaka%20Varas%20Hoo.mp3,https://archive.org/download/KavirajPadLyrics/Mai%20'Dada'%20Ka%20Varas%20Hun.pdf
506,મળશે ભગવાન ત્યારે 'આમ કૈશ ને તેમ,Malshe Bhagwan Tyare 'Am Kaish Ne Tem,https://archive.org/download/KavirajPad/Malashe%20Bhagavan%20Tyare.mp3,https://archive.org/download/KavirajPadLyrics/Malshe%20Bhagwan%20Tyare%20'Am%20Kaish%20Ne%20Tem.pdf
507,મમત-સમંદર કીચડ પેટાળ,Mamat-Samandar Kichad Petaal,https://archive.org/download/KavirajPad/Mamat%20Samandar%20Kichad.mp3,https://archive.org/download/KavirajPadLyrics/page_0333.pdf
508,"મમતા કષાયે, મહા દુઃખદાયી",Mamata Kashaye Maha Dukhdayi,https://archive.org/download/KavirajPad/83_4_Mamata%20Kashaye%20Maha%20Dukhdayee.mp3,https://archive.org/download/KavirajPadLyrics/83_4_Mamata%20Kashaye%20Maha%20Dukhdayee.pdf
509,મન ગુંજઃ 'મધુ-બન' અંતર કોયલ,Man Gunj: 'Madhu-Ban' Antar Koyal,https://archive.org/download/KavirajPad/10%20MAN%20GUNJ%20MADHUBAN.mp3,https://archive.org/download/KavirajPadLyrics/CD63-10%20Man%20Gunj%20MadhuBan.pdf
510,મન મોજાંમાં ઘૂઘવતો સમંદર અંદર - ભરત સંઘવી,Man Mojama Ghughavto - Bharat Sanghvi,https://archive.org/download/KavirajPad/Man%20Moja%20Ma%20Ghughavato%20Samdar.mp3,https://archive.org/download/KavirajPadLyrics/Man%20Mojama%20Ghughavto%20-%20Bharat%20Sanghvi.pdf
511,મન સમંદર પડઘા,Man Samandar Padagha,https://archive.org/download/KavirajPad/Man%20Samadar%20Padagha.mp3,https://archive.org/download/KavirajPadLyrics/Man%20Samandar%20Padagha.pdf
512,"મન, વચ, કાયા તાનાલાપ",Man Vach Kaya Tanalaap,https://archive.org/download/KavirajPad/Man%20Vach%20Kaya%20Tana%20Lap.mp3,https://archive.org/download/KavirajPadLyrics/Man%20Vach%20Kaya%20Tanalaap.pdf
513,મન વચ કાયા વહો ઉપકારે,Man Vach Kaya Vaho Upkare,https://archive.org/download/KavirajPad/Man%20Vach%20Kaya%20Vaho%20Upakare.mp3,https://archive.org/download/KavirajPadLyrics/Man%20vach%20kaaya%20vaho%20upkare%2012-01.pdf
514,મન-વચન-કાયાથી તદ્દન,Man Vachan Kayathi Taddan Juddo Ehvo,https://archive.org/download/KavirajPad/Man%20-%20Vach%20-%20Kaya%20Thi%20Taddan.mp3,https://archive.org/download/KavirajPadLyrics/Man%20vachan%20kaayathi-34-11.pdf
515,"મન, વાણી, કાયાને જે સમજે",Man Vani Kayane Je Samaje,https://archive.org/download/KavirajPad/89_7_Man%20VaaNi%20Kaaya%20ne%20je.mp3,https://archive.org/download/KavirajPadLyrics/89_7_Man%20VaaNi%20Kaaya%20ne%20je.pdf
516,"મન, વચ, કાયા તાનાલાપ","Man, Vach, Kaya Tanalap",https://archive.org/download/KavirajPad/Man%20Vacha%20Kaya%20Tanalap.mp3,https://archive.org/download/KavirajPadLyrics/Man%20Vach%20Kaya%20Tanalaap%20(1).pdf
517,મનવા આપણા જ ઘરમાંથી,Manava Aapanaj gharmathi Kalajag,https://archive.org/download/KavirajPad/Manava%20Aapanaj%20gharmathi%20Kalajag.mp3,https://archive.org/download/KavirajPadLyrics/Manava%20aapna%20j%20gharmathi-16-09.pdf
518,મંદિર હે મુક્તિ સુખા,Mandir He Mukti Sukha,https://archive.org/download/KavirajPad/Mandir%20He%20Muktisukha%20Mangalya.mp3,https://archive.org/download/KavirajPadLyrics/page_0527.pdf
519,મંદિર કુદરતી રચના રે,Mandir Kudrati Rachna Re,https://archive.org/download/KavirajPad/Mandir%20Kudarati%20Rachana%20Re.mp3,https://archive.org/download/KavirajPadLyrics/CD66-02%20Mandir%20Kudarati%20Rachana%20Re.pdf
520,મને દાદા ભગવાન મળ્યા પછી,Mane Dada Bhagwan Malya Pachhi,https://archive.org/download/KavirajPad/5%20Mane%20Dada%20Bhagvan%20Malya%20Pachhi.mp3,https://archive.org/download/KavirajPadLyrics/Mane%20dada%20bhagvan%20malya%20pachi-03-05.pdf
521,મંગળ મંદિર ખોલો,Mangal Mandir Kholo,https://archive.org/download/KavirajPad/Mangal%20Mandir%20Kholo%20Dayamay.mp3,https://archive.org/download/KavirajPadLyrics/Mangal%20Mandir%20Kholo.pdf
522,મંગલ મૂર્તિ ધી ગણપતિજી,Mangal Murti Dhi Ganpatiji,https://archive.org/download/KavirajPad/Mangal%20Murti%20Dhi%20Ganapatiji.mp3,https://archive.org/download/KavirajPadLyrics/Mangal%20Murti%20Dhi%20Ganpatiji.pdf
523,"મંગલ-મય તુજ નામ, અભેદ ચેતન ધામ","Mangal-May Tuj Naam, Abhed Chetan Dham",https://archive.org/download/KavirajPad/Mangal-May%20Tuj%20Nam%20Abhed-Chetan.mp3,https://archive.org/download/KavirajPadLyrics/page_0628.pdf
524,મંગલમ ભગવાન વીરો,Mangalam Bhagwan Viro,https://archive.org/download/KavirajPad/Mangalam%20Bhagavan%20Viro%20-%20PARAYUSHAN.mp3,https://archive.org/download/KavirajPadLyrics/Mangalam%20Bhagwan%20Viro%20(1).pdf
525,મનુષ્યનો દેહ મળિયો છે,Manushyano Deh Maliyo Chhe,https://archive.org/download/KavirajPad/3%20Manushyno%20Deh%20Maliyo.mp3,https://archive.org/download/KavirajPadLyrics/page_0025.pdf
526,"માર ખાય ને ભૂલી જાય, એનું નામ","Mar Khay Ne Bhuli Jay, Enu Nam",https://archive.org/download/KavirajPad/Mar%20Khay%20Ne%20Bhuli%20Jay.mp3,"https://archive.org/download/KavirajPadLyrics/Mar%20Khay%20Ne%20Bhuli%20Jay,%20Enu%20Nam.pdf"
527,"માર ખાય, તો છૂટાય, નીકળી જાય",Mar Khay to Chhutay Nikali Jay,https://archive.org/download/KavirajPad/89_4_Maar%20khay%20tau%20chhutaay.mp3,https://archive.org/download/KavirajPadLyrics/89_4_Maar%20khay%20tau%20chhutaay.pdf
528,મારા રૂદીયે ઘૂંટાયું અનાદિથી જે,Mara Rudiye Ghutayu Anadithi,https://archive.org/download/KavirajPad/89_5_Maara%20rudiye%20ghutayu.mp3,https://archive.org/download/KavirajPadLyrics/89_5_Maara%20rudiye%20ghutayu.pdf
529,મારાં સપનાં શણગાર્યાં જેણે,Mara Sapana Shanagarya Jene,https://archive.org/download/KavirajPad/Mara%20Sapana%20Sangarya%20Jene.mp3,https://archive.org/download/KavirajPadLyrics/page_0555.pdf
530,મારગ ખુલી રહ્યા જો વીરના,Marag Khuli Rahya Jo Virna,https://archive.org/download/KavirajPad/Marag%20Khuli%20Rahya%20Jo%20Virna.mp3,https://archive.org/download/KavirajPadLyrics/page_0555%20(1).pdf
531,મરવા માટે જે જન્મે છે,Marava Maate Je Janme Chhe,https://archive.org/download/KavirajPad/Marava%20Mate%20Je%20Janme%20Chhe.mp3,https://archive.org/download/KavirajPadLyrics/Marva%20Maate%20Je%20Janme%20Chhe.pdf
532,મારું બોલ્યું ગોખી લાવ્યાં તે ભાસે કાગા,Maru Bolyu Gokhi Lavya Te Bhase Kaga,https://archive.org/download/KavirajPad/Maru%20Bolyu%20Gokhi%20Lavya%20Te.mp3,https://archive.org/download/KavirajPadLyrics/page_0760.pdf
533,મારું સ્વરૂપ મુજને,Maru Swarup Mujne,https://archive.org/download/KavirajPad/Maru%20Swarup%20Mujane.mp3,https://archive.org/download/KavirajPadLyrics/Maru%20swaroop%20mujane-60-02.pdf
534,માત્ર જીવોનું દ્રષ્ટિ બિંદુ,Matra Jivonu Drashti Bindu,https://archive.org/download/KavirajPad/Matra%20Jivonu%20Drasti%20Bindu.mp3,https://archive.org/download/KavirajPadLyrics/page_0167.pdf
535,"મીકેનીકલ છે, માનવ સ્વભાવે, ભાવ",Mechanical Chhe Manav Swabhave,https://archive.org/download/KavirajPad/87_4_Mikenical%20chhe%20maanav%20swabhave.mp3,https://archive.org/download/KavirajPadLyrics/87_4_Mikenical%20chhe%20maanav%20swabhave.pdf
536,મિલણો લાગે મીઠો-મીઠો,Milano Lage Mitho-Mitho,https://archive.org/download/KavirajPad/Milno%20Lage%20Mitho-Mitho.mp3,https://archive.org/download/KavirajPadLyrics/CD62-07%20Milano%20Lage%20Mithho%20Mithho.pdf
537,મીઠી વસ્તુ ન વાગોળે,Mithi Vastu N Vagole,https://archive.org/download/KavirajPad/Mithi%20Vastu%20N%20Vagole.mp3,https://archive.org/download/KavirajPadLyrics/Mithi%20Vastu%20N%20Vagole.pdf
538,મીઠું મીઠું બોલે છે કપટનું કારખાનું,Mithu Mithu Bole Chhe Kapatanu Karakhanu,https://archive.org/download/KavirajPad/8%20Mithu%20Mithu%20Bolechhe.mp3,https://archive.org/download/KavirajPadLyrics/page_0076.pdf
539,મોહ સંગે વીકારી બે કોડિયાંનું તોફાન,Moh Sange Vikari Be Kodiyanu Tofan,https://archive.org/download/KavirajPad/4%20Moh%20Sange%20Vikari%20Be.mp3,https://archive.org/download/KavirajPadLyrics/page_0068.pdf
540,મોક્ષ મળે છે 'નિયમ'થી,Moksh Male Chhe 'Niyam'thi,https://archive.org/download/KavirajPad/Moksh%20Male%20Chhe%20Niyam%20Thi.mp3,https://archive.org/download/KavirajPadLyrics/CD68-01%20Mox%20Male%20Chhe%20Niyamthi.pdf
541,મૂળ મારગ સાંભળો જિનનો રે,Mul Marag Sambhlo Jinano Re,https://archive.org/download/KavirajPad/Mul%20Marag%20Sambharo%20Jinno%20Re.mp3,https://archive.org/download/KavirajPadLyrics/page_0259.pdf
542,મૂળ મારગ સાંભળો વિશ્વનાં રે,Mul Marag Sambhlo Vishvana Re,https://archive.org/download/KavirajPad/Mul%20Marag%20Sambharo%20Vishwana%20Re.mp3,https://archive.org/download/KavirajPadLyrics/Mul%20Marg%20Sambhlo%20Vishvana%20Re.pdf
543,"મુરખ શ્રેષ્ઠોનું અપલખણ, અદેખાં-બુદ્ધિ-ઈર્ષ્યાગ્નિ",Murakh Shresthonu Apalakhan,https://archive.org/download/KavirajPad/89_6_Murakh%20shrestho%20nu%20aplakhaN.mp3,https://archive.org/download/KavirajPadLyrics/89_6_Murakh%20shrestho%20nu%20aplakhaN.pdf
544,મૂર્તા-મૂર્ત નૌકાર જય દાદા ભગવાન,Murta-Murt Naukar Jay Dada Bhagawan,https://archive.org/download/KavirajPad/85_4_Murtamurt%20naukaar%20Jay%20Dada.mp3,https://archive.org/download/KavirajPadLyrics/85_4_Murtamurt%20naukaar%20Jay%20Dada.pdf
545,મૂર્તા-મૂર્તા પ્રગટ પરમાત્મા,Murta-murta Pragat Paramatma,https://archive.org/download/KavirajPad/Murta%20Murt%20Pragat%20Paramatma.mp3,https://archive.org/download/KavirajPadLyrics/page_0388.pdf
546,ન કર અપ્રાપ્તની ચિંતા,N Kar Apraptni Chinta,https://archive.org/download/KavirajPad/Na%20Kar%20Apraptani%20Chinta.mp3,https://archive.org/download/KavirajPadLyrics/N%20kar%20apraptni%20chinta-11-05.pdf
547,નાદિ-નિધન શ્રી સદોત્સવ,Nadi Nidhan Shri Sadotsav,https://archive.org/download/KavirajPad/Nadi%20Nidhan%20Shree%20Sadotsav.mp3,https://archive.org/download/KavirajPadLyrics/Nadi-Nidhan%20Shri%20Sadotsav.pdf
548,"નગર, ગલી ને શેરી-ચૌટે ગુંજન એકજ નામ",Nagar Gali Ne Sheri Chaute Gunjan Ekaj Naam,https://archive.org/download/KavirajPad/Nagar%20Galine%20Sheri%20Chaute.mp3,https://archive.org/download/KavirajPadLyrics/Nagar%20gali%20ne%20sheri-30-02.pdf
549,"નહિં ભૂલું, દાદાજી તમને","Nahi Bhulu, Dadaji Tamane",https://archive.org/download/KavirajPad/Nahi%20Bhulu%20Dadaji%20Tamane.mp3,"https://archive.org/download/KavirajPadLyrics/Nahi%20Bhulu,%20Dadaji%20Tamane.pdf"
550,"નહિં છોડું, દાદાજી તમને",Nahi Chhodu Dadaji Tamane,https://archive.org/download/KavirajPad/Nahi%20Chhodu%20Dadaji%20Tamane.mp3,https://archive.org/download/KavirajPadLyrics/Nahi%20chhodu%20dadaji-35-08.pdf
551,"નજર નૂરાની, નીહાલ કારી",Najar Nurani Nihal Kari,https://archive.org/download/KavirajPad/Najar%20Nurani.mp3,https://archive.org/download/KavirajPadLyrics/Najar%20nurani-30-02.pdf
552,નજરું મીલવશો ખોવાઈ જાશો,Najaru Milavasho Khovai Jasho,https://archive.org/download/KavirajPad/Najaru%20Milavasho%20Khovai%20Jasho.mp3,https://archive.org/download/KavirajPadLyrics/page_0612.pdf
553,"નજરુંની સામે નૈ, તો યે મનની","Najaruni Same Nai, Toye Manani",https://archive.org/download/KavirajPad/Nazaru%20Ni%20Same%20Nahi%20Toye.mp3,https://archive.org/download/KavirajPadLyrics/CD61-04%20Najaruni%20Same%20Nai.pdf
554,"નામ રૂપી પરપોટો, દાદાજીને વશ વર્તો","Nam Rupi Parapoto, Dadajine Vash Varto",https://archive.org/download/KavirajPad/Nam%20Rupi%20Parapoto.mp3,https://archive.org/download/KavirajPadLyrics/page_0553.pdf
555,નમસ્કાર વિધિ,Namaskar Vidhi,https://archive.org/download/KavirajPad/Namaskar%20Vidhi.mp3,https://archive.org/download/KavirajPadLyrics/Namaskar%20vidhi-37-02.pdf
556,નમો અરિહંતાણં .....,"Namo Aarihantam, Vartman Tirthankar",https://archive.org/download/KavirajPad/Namo%20Arihantanam%20Trimantra.mp3,https://archive.org/download/KavirajPadLyrics/page_0117.pdf
557,"નરસિંહ, મીરાં, અખો, તુલસી, કબીર",Narasih Mira Akho Tulsi Kabir,https://archive.org/download/KavirajPad/89_8_Narsih%20Mira%20Akho%20Kabir.mp3,https://archive.org/download/KavirajPadLyrics/89_8_Narsih%20Mira%20Akho%20Kabir.pdf
558,નથી દેખી શકતાં આપણે જે 'હું' તણી દીવાલ,Nathi Dekhi Shakata Aapane Je Hu,https://archive.org/download/KavirajPad/82_3_Nathi%20Dekhi%20Shakata%20AapNe%20Je.mp3,https://archive.org/download/KavirajPadLyrics/82_3_Nathi%20Dekhi%20Shakata%20AapNe%20Je.pdf
559,"નથી ખ્વાહીશ પૂજાવાની, નથી હ્યાં સ્થાપના",Nathi Khvahish Pujvani Nathi Hya Sthapna,https://archive.org/download/KavirajPad/8%20Nathi%20Khvahish%20Pujapani.mp3,https://archive.org/download/KavirajPadLyrics/Nathi%20khvahisha%20pujapani-01-08.pdf
